,Name,Age,Height,Weight,NOC,Year,City,Sport,Event,Medal,Times_Participated,Participation_Number
155615,Lucia Medzihradsk,25.0,167.2341650671785,62.97674418604651,SVK,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,3,3
155616,Lucia Medzihradsk,25.0,167.97520661157026,64.59166666666667,SVK,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Super G,no medal,3,3
155617,Lucia Medzihradsk,25.0,167.17142857142858,61.881379310344826,SVK,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,3,3
155618,Lucia Medzihradsk,25.0,168.6690909090909,65.13186813186813,SVK,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,no medal,3,3
155679,Anneliese Meggl (-Freeman),21.0,167.2341650671785,62.97674418604651,GER,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
155680,Anneliese Meggl (-Freeman),21.0,166.35752688172042,61.264021887824896,GER,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
155681,Anneliese Meggl (-Freeman),21.0,167.17142857142858,61.881379310344826,GER,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
155708,Kanae Meguro (Suzuki-),27.0,157.0,51.0,JPN,2006,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,1,1
155709,Kanae Meguro (Suzuki-),27.0,157.0,51.0,JPN,2006,Torino,Biathlon,Biathlon Women's 15 kilometres,no medal,1,1
155710,Kanae Meguro (Suzuki-),27.0,157.0,51.0,JPN,2006,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,no medal,1,1
155711,Moe Meguro,21.0,162.0,53.0,JPN,2006,Torino,Curling,Curling Women's Curling,no medal,2,1
155712,Moe Meguro,25.0,162.0,53.0,JPN,2010,Vancouver,Curling,Curling Women's Curling,no medal,2,2
155729,Suela Mhilli,20.0,163.0,56.0,ALB,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
155730,Suela Mhilli,20.0,163.0,56.0,ALB,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
155784,Mei Zhibin,24.0,156.74261603375527,46.94009216589862,CHN,1988,Calgary,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
155794,Carina Meidele,32.0,173.0,66.0,GER,1998,Nagano,Curling,Curling Women's Curling,no medal,1,1
155809,Christine Meier,19.0,169.0,68.0,SUI,2006,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,2,1
155810,Christine Meier,23.0,169.0,68.0,SUI,2010,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,2,2
155831,Sarah Meier,17.0,164.0,49.0,SUI,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,3,1
155832,Sarah Meier,21.0,164.0,49.0,SUI,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,3,2
155833,Sarah Meier,25.0,164.0,49.0,SUI,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,3,3
155844,Christina Anna Meier-Hck,25.0,163.0,57.0,GER,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,3,2
155845,Christina Anna Meier-Hck,27.0,163.0,57.0,GER,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,3,3
155859,Herma Meijer (-Emmens),22.0,171.0,62.0,NED,1992,Albertville,Speed Skating,Speed Skating Women's 500 metres,no medal,1,1
155860,Herma Meijer (-Emmens),22.0,171.0,62.0,NED,1992,Albertville,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,1,1
155874,Simona Meiler,20.0,165.0,56.0,SUI,2010,Vancouver,Snowboarding,Snowboarding Women's Boardercross,no medal,2,1
155875,Simona Meiler,24.0,165.0,56.0,SUI,2014,Sochi,Snowboarding,Snowboarding Women's Boardercross,no medal,2,2
155944,Milena Meisser,22.0,169.0,57.0,SUI,2002,Salt Lake City,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no medal,1,1
155949,"Kimberley Claire ""Kimmie"" Meissner",16.0,160.0,45.0,USA,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,1,1
155951,Alexandra Meissnitzer,20.0,165.0,62.0,AUT,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,1
155952,Alexandra Meissnitzer,24.0,165.0,62.0,AUT,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,2
155953,Alexandra Meissnitzer,24.0,165.0,62.0,AUT,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,Bronze,4,2
155954,Alexandra Meissnitzer,24.0,165.0,62.0,AUT,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver,4,2
155955,Alexandra Meissnitzer,28.0,165.0,62.0,AUT,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G,no medal,4,3
155956,Alexandra Meissnitzer,28.0,165.0,62.0,AUT,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,3
155957,Alexandra Meissnitzer,32.0,165.0,62.0,AUT,2006,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,4
155958,Alexandra Meissnitzer,32.0,165.0,62.0,AUT,2006,Torino,Alpine Skiing,Alpine Skiing Women's Super G,Bronze,4,4
155987,Ma-Brnice Meit,19.0,168.0,51.11940298507463,FRA,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
155988,Ma-Brnice Meit,19.0,168.0,49.333333333333336,FRA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
156075,Ann Eva Margareta Melander,18.0,166.0,60.0,SWE,1980,Lake Placid,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
156076,Ann Eva Margareta Melander,18.0,166.0,60.0,SWE,1980,Lake Placid,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
156307,Olga Ivanovna Melnik,23.0,174.0,64.0,RUS,1998,Nagano,Biathlon,Biathlon Women's 15 kilometres,no medal,1,1
156308,Olga Ivanovna Melnik,23.0,174.0,64.0,RUS,1998,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,1,1
156352,Lise Marie Meloche (-McMahon),31.0,169.0,59.0,CAN,1992,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,2,1
156353,Lise Marie Meloche (-McMahon),31.0,169.0,59.0,CAN,1992,Albertville,Biathlon,Biathlon Women's 15 kilometres,no medal,2,1
156354,Lise Marie Meloche (-McMahon),31.0,169.0,59.0,CAN,1992,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,no medal,2,1
156355,Lise Marie Meloche (-McMahon),33.0,169.0,59.0,CAN,1994,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,2,2
156356,Lise Marie Meloche (-McMahon),33.0,169.0,59.0,CAN,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,no medal,2,2
156357,Lise Marie Meloche (-McMahon),33.0,169.0,59.0,CAN,1994,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,2,2
156473,Jonna Mendes,18.0,175.0,73.0,USA,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,1
156474,Jonna Mendes,18.0,175.0,73.0,USA,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,no medal,2,1
156475,Jonna Mendes,18.0,175.0,73.0,USA,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Combined,no medal,2,1
156476,Jonna Mendes,22.0,175.0,73.0,USA,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,2
156477,Jonna Mendes,22.0,175.0,73.0,USA,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G,no medal,2,2
156787,Jenni N. Meno (-Sand),21.0,152.0,44.0,USA,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,3,1
156788,Jenni N. Meno (-Sand),23.0,152.0,44.0,USA,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,no medal,3,2
156789,Jenni N. Meno (-Sand),27.0,152.0,44.0,USA,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
157003,Gertrude Helen Meredith,39.0,156.74261603375527,46.94009216589862,USA,1932,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
157052,Daniela Merighetti,24.0,168.0,66.0,ITA,2006,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,3,1
157053,Daniela Merighetti,24.0,168.0,66.0,ITA,2006,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,3,1
157054,Daniela Merighetti,24.0,168.0,66.0,ITA,2006,Torino,Alpine Skiing,Alpine Skiing Women's Combined,no medal,3,1
157055,Daniela Merighetti,28.0,168.0,66.0,ITA,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,3,2
157056,Daniela Merighetti,28.0,168.0,66.0,ITA,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Super G,no medal,3,2
157057,Daniela Merighetti,28.0,168.0,66.0,ITA,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Combined,no medal,3,2
157058,Daniela Merighetti,32.0,168.0,66.0,ITA,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,3,3
157059,Daniela Merighetti,32.0,168.0,66.0,ITA,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,no medal,3,3
157060,Daniela Merighetti,32.0,168.0,66.0,ITA,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,no medal,3,3
157131,Iryna Merkushina-Korchakina,29.0,160.0,56.0,UKR,1998,Nagano,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,1,1
157137,Carole Hlne Merle (-Pellet),20.0,160.0,57.0,FRA,1984,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,1
157138,Carole Hlne Merle (-Pellet),20.0,160.0,57.0,FRA,1984,Sarajevo,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,4,1
157139,Carole Hlne Merle (-Pellet),24.0,160.0,57.0,FRA,1988,Calgary,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,2
157140,Carole Hlne Merle (-Pellet),24.0,160.0,57.0,FRA,1988,Calgary,Alpine Skiing,Alpine Skiing Women's Super G,no medal,4,2
157141,Carole Hlne Merle (-Pellet),24.0,160.0,57.0,FRA,1988,Calgary,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,2
157142,Carole Hlne Merle (-Pellet),24.0,160.0,57.0,FRA,1988,Calgary,Alpine Skiing,Alpine Skiing Women's Combined,no medal,4,2
157143,Carole Hlne Merle (-Pellet),28.0,160.0,57.0,FRA,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,3
157144,Carole Hlne Merle (-Pellet),28.0,160.0,57.0,FRA,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Super G,Silver,4,3
157145,Carole Hlne Merle (-Pellet),28.0,160.0,57.0,FRA,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,3
157146,Carole Hlne Merle (-Pellet),30.0,160.0,57.0,FRA,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Super G,no medal,4,4
157147,Carole Hlne Merle (-Pellet),30.0,160.0,57.0,FRA,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,4
157156,Alessandra Merlin,22.0,162.0,58.0,ITA,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
157157,Barbara Merlin,20.0,165.0,60.0,ITA,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Super G,no medal,3,1
157158,Barbara Merlin,20.0,165.0,60.0,ITA,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,3,1
157159,Barbara Merlin,22.0,165.0,60.0,ITA,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,3,2
157160,Barbara Merlin,22.0,165.0,60.0,ITA,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,no medal,3,2
157161,Barbara Merlin,26.0,165.0,60.0,ITA,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,no medal,3,3
157250,Gretchen Van Zandt Merrill (-Gay),22.0,161.31335149863762,51.11940298507463,USA,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
157288,Terhi Eveliina Mertanen,20.0,166.0,68.0,FIN,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,3,1
157289,Terhi Eveliina Mertanen,24.0,166.0,68.0,FIN,2006,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,3,2
157290,Terhi Eveliina Mertanen,28.0,166.0,68.0,FIN,2010,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,3,3
157311,"Suzanne ""Sue"" Merz",25.0,165.0,66.0,USA,1998,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,2,1
157312,"Suzanne ""Sue"" Merz",29.0,165.0,66.0,USA,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,2,2
157356,Ina Meschik,19.0,160.0,57.0,AUT,2010,Vancouver,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no medal,2,1
157357,Ina Meschik,23.0,160.0,57.0,AUT,2014,Sochi,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no medal,2,2
157358,Ina Meschik,23.0,160.0,57.0,AUT,2014,Sochi,Snowboarding,Snowboarding Women's Parallel Slalom,no medal,2,2
157621,Barbara Mettler (-Flury),20.0,165.0,53.0,SUI,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,2,1
157622,Barbara Mettler (-Flury),20.0,165.0,53.0,SUI,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,2,1
157623,Barbara Mettler (-Flury),22.0,165.0,53.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,2,2
157624,Barbara Mettler (-Flury),22.0,165.0,53.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,2,2
157625,Barbara Mettler (-Flury),22.0,165.0,53.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,2,2
157626,Barbara Mettler (-Flury),22.0,165.0,53.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,2,2
157627,Barbara Mettler (-Flury),22.0,165.0,53.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,2,2
157682,Daniela Meuli,20.0,183.0,74.0,SUI,2002,Salt Lake City,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no medal,2,1
157683,Daniela Meuli,24.0,183.0,74.0,SUI,2006,Torino,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Gold,2,2
157747,Antoinette Josefa Clara Meyer (-Molitor),27.0,167.2341650671785,62.97674418604651,SUI,1948,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
157748,Antoinette Josefa Clara Meyer (-Molitor),27.0,167.17142857142858,61.881379310344826,SUI,1948,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Slalom,Silver,1,1
157756,Cindy Meyer,29.0,158.0,49.0,RSA,1994,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,1,1
157757,Cindy Meyer,29.0,158.0,49.0,RSA,1994,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",no medal,1,1
157780,Fabienne Meyer,28.0,168.0,70.0,SUI,2010,Vancouver,Bobsleigh,Bobsleigh Women's Two,no medal,2,1
157781,Fabienne Meyer,32.0,168.0,70.0,SUI,2014,Sochi,Bobsleigh,Bobsleigh Women's Two,no medal,2,2
157861,Elana Alessandra Meyers (-Taylor),25.0,170.0,82.0,USA,2010,Vancouver,Bobsleigh,Bobsleigh Women's Two,Bronze,2,1
157862,Elana Alessandra Meyers (-Taylor),29.0,170.0,82.0,USA,2014,Sochi,Bobsleigh,Bobsleigh Women's Two,Silver,2,2
157867,Linda Meyers (-Tikalsky),22.0,164.0,57.0,USA,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,1
157868,Linda Meyers (-Tikalsky),22.0,164.0,57.0,USA,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,1
157869,Linda Meyers (-Tikalsky),26.0,164.0,57.0,USA,1964,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,2
157870,Linda Meyers (-Tikalsky),26.0,164.0,57.0,USA,1964,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,2
157871,"Mary Margret Meyers (-Berger, -Rothstein)",21.0,163.0,59.0,USA,1968,Grenoble,Speed Skating,Speed Skating Women's 500 metres,Silver,1,1
157967,Olena Vasylivna Miahkykh,23.0,168.0,63.0,UKR,2002,Salt Lake City,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,1,1
157968,Olena Vasylivna Miahkykh,23.0,168.0,63.0,UKR,2002,Salt Lake City,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,1,1
157969,Olena Vasylivna Miahkykh,23.0,168.0,63.0,UKR,2002,Salt Lake City,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,1,1
157996,Miao Min,23.0,160.0,51.0,CHN,1984,Sarajevo,Speed Skating,Speed Skating Women's 500 metres,no medal,1,1
157997,Miao Min,23.0,160.0,51.0,CHN,1984,Sarajevo,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,1,1
158132,Liselotte Michel,20.0,167.2341650671785,62.97674418604651,SUI,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
158133,Liselotte Michel,20.0,166.35752688172042,61.264021887824896,SUI,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
158134,Liselotte Michel,20.0,167.17142857142858,61.881379310344826,SUI,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
158173,Isabella Micheli,21.0,164.0,50.0,ITA,1984,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
158197,Helene Michelson,29.0,156.74261603375527,46.94009216589862,EST,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
158200,Rahel Michielin,19.0,165.0,52.0,SUI,2010,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
158238,Nina Mici,23.0,170.0,54.0,SRB,2014,Sochi,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no medal,1,1
158239,Nina Mici,23.0,170.0,54.0,SRB,2014,Sochi,Snowboarding,Snowboarding Women's Parallel Slalom,no medal,1,1
158340,Erin Louise Mielzynski,19.0,169.0,67.0,CAN,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,1
158341,Erin Louise Mielzynski,23.0,169.0,67.0,CAN,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,2
158342,Erin Louise Mielzynski,23.0,169.0,67.0,CAN,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,2
158534,Soa Mihokov,22.0,165.0,50.0,SVK,1994,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,4,1
158535,Soa Mihokov,22.0,165.0,50.0,SVK,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,no medal,4,1
158536,Soa Mihokov,26.0,165.0,50.0,SVK,1998,Nagano,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,4,2
158537,Soa Mihokov,26.0,165.0,50.0,SVK,1998,Nagano,Biathlon,Biathlon Women's 15 kilometres,no medal,4,2
158538,Soa Mihokov,26.0,165.0,50.0,SVK,1998,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,4,2
158539,Soa Mihokov,30.0,165.0,50.0,SVK,2002,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,4,3
158540,Soa Mihokov,30.0,165.0,50.0,SVK,2002,Salt Lake City,Biathlon,Biathlon Women's 10 kilometres Pursuit,no medal,4,3
158541,Soa Mihokov,30.0,165.0,50.0,SVK,2002,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,no medal,4,3
158542,Soa Mihokov,30.0,165.0,50.0,SVK,2002,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,4,3
158543,Soa Mihokov,34.0,165.0,50.0,SVK,2006,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,4,4
158544,Soa Mihokov,34.0,165.0,50.0,SVK,2006,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,no medal,4,4
158545,Soa Mihokov,34.0,165.0,50.0,SVK,2006,Torino,Biathlon,Biathlon Women's 15 kilometres,no medal,4,4
158546,Soa Mihokov,34.0,165.0,50.0,SVK,2006,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,no medal,4,4
158570,Alla Mikayelyan,28.0,166.77105263157895,57.00797872340426,ARM,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,1,1
158654,Nadezhda Mikhaylova,29.0,168.0,67.0,BUL,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,1,1
158655,Nadezhda Mikhaylova,29.0,168.0,67.0,BUL,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
158662,Yekaterina Mikhaylova,20.0,170.0,59.0,RUS,1994,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,1,1
158705,Meaghan Mikkelson,25.0,175.0,67.0,CAN,2010,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,2,1
158706,Meaghan Mikkelson,29.0,175.0,67.0,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,2,2
158734,Edit Mikls,21.0,165.0,68.0,ROU,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,1
158735,Edit Mikls,25.0,165.0,68.0,HUN,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,2
158736,Edit Mikls,25.0,165.0,68.0,HUN,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,no medal,2,2
158737,Edit Mikls,25.0,165.0,68.0,HUN,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,2
158738,Edit Mikls,25.0,165.0,68.0,HUN,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,no medal,2,2
158770,Helena Mikoajczyk,25.0,168.0,60.0,POL,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,no medal,1,1
158771,Helena Mikoajczyk,25.0,168.0,60.0,POL,1994,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,1,1
158779,Elisabeth Mikula,16.0,170.0,57.0,AUT,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
159041,Melissa Mary Militano (-Warkmeister),16.0,153.0,44.0,USA,1972,Sapporo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
159063,Yuliya Antonovna Milko-Chernomorets,22.0,165.0,50.0,BLR,1998,Nagano,Freestyle Skiing,Freestyle Skiing Women's Moguls,no medal,1,1
159170,Esther Ruth Miller,18.0,166.30995475113122,57.30637813211845,CAN,1976,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,2,1
159171,Esther Ruth Miller,22.0,166.01733102253033,57.46678321678322,CAN,1980,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,2,2
159172,Esther Ruth Miller,22.0,166.93235831809872,57.5,CAN,1980,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,2,2
159215,Lea Ann Miller,23.0,157.0,45.0,USA,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
159232,Marjory Marion Miller,23.0,168.6690909090909,65.13186813186813,CAN,1936,Garmisch-Partenkirchen,Alpine Skiing,Alpine Skiing Women's Combined,no medal,1,1
159280,Georgette Miller-Thiollire,27.0,167.2341650671785,62.97674418604651,FRA,1948,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
159281,Georgette Miller-Thiollire,27.0,167.17142857142858,61.881379310344826,FRA,1948,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
159282,Georgette Miller-Thiollire,27.0,168.6690909090909,65.13186813186813,FRA,1948,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Combined,no medal,1,1
159289,Kelly Milligan,22.0,167.08,56.733333333333334,USA,1984,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,no medal,1,1
159545,Yoko Mimura,29.0,159.0,53.0,JPN,1998,Nagano,Curling,Curling Women's Curling,no medal,1,1
159813,"Ingeborg ""Inge"" Minor",22.0,156.74261603375527,46.94009216589862,GER,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
159866,Isabelle Catherine Mir,18.0,161.0,60.0,FRA,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Downhill,Silver,2,1
159867,Isabelle Catherine Mir,18.0,161.0,60.0,FRA,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,1
159868,Isabelle Catherine Mir,18.0,161.0,60.0,FRA,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,1
159869,Isabelle Catherine Mir,22.0,161.0,60.0,FRA,1972,Sapporo,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,2
159870,Isabelle Catherine Mir,22.0,161.0,60.0,FRA,1972,Sapporo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,2
159996,Yekaterina Stepanovna Mironova,24.0,170.0,57.0,RUS,2002,Salt Lake City,Skeleton,Skeleton Women's Skeleton,no medal,1,1
160015,Anna Pavlovna Mirtova,21.0,157.0,47.0,RUS,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Slopestyle,no medal,1,1
160062,Seraina Mischol,24.0,167.0,60.0,SUI,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,no medal,1,1
160063,Seraina Mischol,24.0,167.0,60.0,SUI,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
160064,Seraina Mischol,24.0,167.0,60.0,SUI,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,1,1
160076,Antje Misersky-Harvey,24.0,173.0,66.0,GER,1992,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver,2,1
160077,Antje Misersky-Harvey,24.0,173.0,66.0,GER,1992,Albertville,Biathlon,Biathlon Women's 15 kilometres,Gold,2,1
160078,Antje Misersky-Harvey,24.0,173.0,66.0,GER,1992,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Silver,2,1
