,Name,Age,Height,Weight,NOC,Year,City,Sport,Event,Medal,Times_Participated,Participation_Number
135259,"Lyoon-Jung ""Lily"" Lee",24.0,162.0,59.0,KOR,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
135307,Pauline Chen Lee,19.0,161.31335149863762,51.11940298507463,TPE,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
135664,Chantal Lefebvre,20.0,163.0,52.0,CAN,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
135739,Sabrina Lefranois,17.0,142.0,32.0,FRA,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
136730,"Sandra J. ""Sandy"" Lenz (-Jackson)",19.0,161.31335149863762,51.11940298507463,USA,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
136894,Alyona Igorevna Leonova,19.0,159.0,49.0,RUS,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
136963,Alma Lepina (Lce-),17.0,164.0,56.0,LAT,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
136964,Laura Anneli Lepist,21.0,163.0,52.0,FIN,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
137027,Marie-Pierre Leray,18.0,160.0,40.0,FRA,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
137410,Mira Leung,16.0,168.0,51.11940298507463,CAN,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,1,1
138037,Li Gyong-Ok,16.0,161.31335149863762,51.11940298507463,PRK,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
138562,Li Zijun,17.0,161.0,45.0,CHN,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
138629,Olena Anatolivna Liashenko,17.0,160.0,48.0,UKR,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,4,1
138630,Olena Anatolivna Liashenko,21.0,160.0,48.0,UKR,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,4,2
138631,Olena Anatolivna Liashenko,25.0,160.0,48.0,UKR,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,4,3
138632,Olena Anatolivna Liashenko,29.0,160.0,48.0,UKR,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,4,4
139713,Margit Catharina Lindgren,20.0,167.0,53.0,SWE,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
139812,"Britta Lindmark (-Nilsson, -Brisen)",22.0,156.74261603375527,46.94009216589862,SWE,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
139827,va Lindner/Ladnyi (Sary-),21.0,161.31335149863762,51.11940298507463,HUN,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
139847,"Victoria Lindpaintner (-von Trring-Jettenbach, -Hantschel)",17.0,161.31335149863762,51.11940298507463,GER,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
140225,Tara Kristen Lipinski (-Kapostasy),15.0,147.0,36.0,USA,1998,Nagano,Figure Skating,Figure Skating Women's Singles,Gold,1,1
140226,Yuliya Vyacheslavovna Lipnitskaya,15.0,158.0,51.11940298507463,RUS,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
140227,Yuliya Vyacheslavovna Lipnitskaya,15.0,158.0,49.333333333333336,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,Gold,1,1
140492,Mary Cathaleen Littlejohn (-Adams),28.0,161.31335149863762,51.11940298507463,CAN,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
140650,Liu Luyang,11.0,163.91747572815535,51.01052631578948,CHN,1988,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
140778,Liu Yan,21.0,164.0,52.0,CHN,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,1
140779,Liu Yan,25.0,164.0,52.0,CHN,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,2,2
140799,Liu Ying,18.0,161.31335149863762,51.11940298507463,CHN,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,4,1
141286,Irina Viktorovna Lobacheva (-Averbukh),24.0,165.0,46.0,RUS,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
141287,Irina Viktorovna Lobacheva (-Averbukh),28.0,165.0,46.0,RUS,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,2,2
142847,Beatrix Suzetta Loughran (-Harvey),23.0,161.31335149863762,51.11940298507463,USA,1924,Chamonix,Figure Skating,Figure Skating Women's Singles,Silver,3,1
142848,Beatrix Suzetta Loughran (-Harvey),27.0,161.31335149863762,51.11940298507463,USA,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Bronze,3,2
142849,Beatrix Suzetta Loughran (-Harvey),27.0,156.74261603375527,46.94009216589862,USA,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,3,2
142850,Beatrix Suzetta Loughran (-Harvey),31.0,156.74261603375527,46.94009216589862,USA,1932,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Silver,3,3
142997,Kathleen Marion Lovett (-Whyatt),29.0,156.74261603375527,46.94009216589862,GBR,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
143325,Luan Bo,18.0,162.0,51.0,CHN,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
143409,Roxana Maria Luca,19.0,164.0,55.0,ROU,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,2,1
143410,Roxana Maria Luca,23.0,164.0,55.0,ROU,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,2
143616,Nancy Irene Rouillard Ludington,20.0,156.74261603375527,46.94009216589862,USA,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,Bronze,1,1
144177,Ally Lundstrm (-Flodstrm),20.0,161.31335149863762,51.11940298507463,SWE,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
144762,"Janet Lynn (Nowicki-, -Salomon)",14.0,158.0,49.0,USA,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,1
144763,"Janet Lynn (Nowicki-, -Salomon)",18.0,158.0,49.0,USA,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,Bronze,2,2
145206,Monica MacDonald,20.0,163.91747572815535,51.01052631578948,AUS,1988,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
145307,Catherine Louise Machado,19.0,161.31335149863762,51.11940298507463,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
145818,Grace E. Madden (-Ward),24.0,156.74261603375527,46.94009216589862,USA,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
146373,Karen Diane Magnussen (-Cella),15.0,160.0,53.0,CAN,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,1
146374,Karen Diane Magnussen (-Cella),19.0,160.0,53.0,CAN,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,Silver,2,2
147095,Kseniya Olegovna Makarova,17.0,162.0,50.0,RUS,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
147643,Tatyana Malinina (-Skornyakova),25.0,160.0,48.0,UZB,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,2,1
147644,Tatyana Malinina (-Skornyakova),29.0,160.0,48.0,UZB,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,2,2
148382,Halyna Maniachenko-Yefremenko,21.0,162.0,52.0,UKR,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,2,1
148383,Halyna Maniachenko-Yefremenko,25.0,162.0,52.0,UKR,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,2
148451,Elizabeth Ann Manley-Theobald,18.0,152.0,49.0,CAN,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,2,1
148452,Elizabeth Ann Manley-Theobald,22.0,152.0,49.0,CAN,1988,Calgary,Figure Skating,Figure Skating Women's Singles,Silver,2,2
149104,Valentina Marchei,27.0,161.0,51.11940298507463,ITA,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
149105,Valentina Marchei,27.0,161.0,49.333333333333336,ITA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
149265,Valrie Marcoux,25.0,155.0,46.94009216589862,CAN,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
150530,"Barbara ""Brbel"" Martin",19.0,161.31335149863762,51.11940298507463,GER,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
151534,Gloria Mas Gil,19.0,161.31335149863762,51.11940298507463,ESP,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
151759,"Jacqueline ""Jackie"" Mason (-Kendall-Baker)",23.0,156.74261603375527,46.94009216589862,AUS,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
152325,Monique Mathys,18.0,156.74261603375527,46.94009216589862,SUI,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
152437,Katherina Matousek (-Taylor),19.0,160.0,48.0,CAN,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
152798,Marcelle Matthews,11.0,156.74261603375527,46.94009216589862,RSA,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
153248,Fleur Maxwell,17.0,158.0,48.0,LUX,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,1,1
153420,Rachel Lynn Mayer (-Godino),18.0,163.91747572815535,51.01052631578948,USA,1992,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
154106,Jenna McCorkell,23.0,165.0,57.0,GBR,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,2,1
154107,Jenna McCorkell,27.0,165.0,57.0,GBR,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,2,2
154108,Jenna McCorkell,27.0,165.0,57.0,GBR,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,2,2
154897,"Elisabeth ""Betty"" McKilligan",18.0,152.0,47.0,CAN,1968,Grenoble,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
155784,Mei Zhibin,24.0,156.74261603375527,46.94009216589862,CHN,1988,Calgary,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
155831,Sarah Meier,17.0,164.0,49.0,SUI,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,3,1
155832,Sarah Meier,21.0,164.0,49.0,SUI,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,3,2
155833,Sarah Meier,25.0,164.0,49.0,SUI,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,3,3
155949,"Kimberley Claire ""Kimmie"" Meissner",16.0,160.0,45.0,USA,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,1,1
155987,Ma-Brnice Meit,19.0,168.0,51.11940298507463,FRA,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
155988,Ma-Brnice Meit,19.0,168.0,49.333333333333336,FRA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
156787,Jenni N. Meno (-Sand),21.0,152.0,44.0,USA,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,3,1
156788,Jenni N. Meno (-Sand),23.0,152.0,44.0,USA,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,no medal,3,2
156789,Jenni N. Meno (-Sand),27.0,152.0,44.0,USA,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
157003,Gertrude Helen Meredith,39.0,156.74261603375527,46.94009216589862,USA,1932,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
157250,Gretchen Van Zandt Merrill (-Gay),22.0,161.31335149863762,51.11940298507463,USA,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
158173,Isabella Micheli,21.0,164.0,50.0,ITA,1984,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
158197,Helene Michelson,29.0,156.74261603375527,46.94009216589862,EST,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
158779,Elisabeth Mikula,16.0,170.0,57.0,AUT,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
159041,Melissa Mary Militano (-Warkmeister),16.0,153.0,44.0,USA,1972,Sapporo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
159215,Lea Ann Miller,23.0,157.0,45.0,USA,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
159813,"Ingeborg ""Inge"" Minor",22.0,156.74261603375527,46.94009216589862,GER,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
160103,"Nataliya Yevgenyevna Mishkutyonok (-Shepherd, -Hainline)",23.0,159.0,50.0,RUS,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,Silver,2,2
161868,Gweneth Molony (-Henke),19.0,161.31335149863762,51.11940298507463,AUS,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
162058,Sophie Moniotte,22.0,162.0,52.0,FRA,1992,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,1
162059,Sophie Moniotte,24.0,162.0,52.0,FRA,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,2
162060,Sophie Moniotte,28.0,162.0,52.0,FRA,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,3
162673,Kirsten Moore-Towers,21.0,149.0,45.0,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
162674,Kirsten Moore-Towers,21.0,149.0,45.0,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,Silver,1,1
162915,Anas Morand,16.0,153.0,47.0,SUI,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
163991,"Suzanne ""Suzi"" Morrow (-Francis)",17.0,161.31335149863762,51.11940298507463,CAN,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,2,1
163992,"Suzanne ""Suzi"" Morrow (-Francis)",17.0,156.74261603375527,46.94009216589862,CAN,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Bronze,2,1
163993,"Suzanne ""Suzi"" Morrow (-Francis)",21.0,161.31335149863762,51.11940298507463,CAN,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,2,2
164851,Kateina Mrzov,21.0,166.0,52.0,CZE,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,2
164852,Kateina Mrzov,25.0,166.0,52.0,CZE,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,3
164964,Ethel M. Muckelt,38.0,161.31335149863762,51.11940298507463,GBR,1924,Chamonix,Figure Skating,Figure Skating Women's Singles,Bronze,3,2
164965,Ethel M. Muckelt,38.0,156.74261603375527,46.94009216589862,GBR,1924,Chamonix,Figure Skating,Figure Skating Mixed Pairs,no medal,3,2
164966,Ethel M. Muckelt,42.0,156.74261603375527,46.94009216589862,GBR,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
165205,Mariya Vladimirovna Mukhortova,24.0,162.0,48.0,RUS,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
166081,Kanako Murakami,19.0,162.0,51.11940298507463,JPN,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
166440,Suna Murray (-Gleason),16.0,153.0,50.0,USA,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
167386,Kotoe Nagasawa,21.0,154.0,51.0,JPN,1972,Sapporo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
167395,Mirai Aileen Nagasu,16.0,162.0,50.0,USA,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
167546,Marianna Nagy,19.0,158.0,48.0,HUN,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,4,1
167547,Marianna Nagy,23.0,158.0,48.0,HUN,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,Bronze,4,2
167548,Marianna Nagy,27.0,158.0,48.0,HUN,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,Bronze,4,3
168556,Brangre Nau,17.0,155.0,44.0,FRA,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
168684,Mayda Navarro,16.0,161.31335149863762,51.11940298507463,MEX,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
168714,Tatyana Aleksandrovna Navka,18.0,170.0,52.0,BLR,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,4,1
168715,Tatyana Aleksandrovna Navka,22.0,170.0,52.0,BLR,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,4,2
168716,Tatyana Aleksandrovna Navka,26.0,170.0,52.0,RUS,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,4,3
168717,Tatyana Aleksandrovna Navka,30.0,170.0,52.0,RUS,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,4,4
169277,Fiorella Negro Romerio Bonazzi,17.0,161.31335149863762,51.11940298507463,ITA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
169535,Ursula Nemec (-Koll),18.0,156.74261603375527,46.94009216589862,AUT,1976,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
169817,Patricia Neske (-Barone),25.0,158.0,55.0,GER,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
169864,"Elisabeth ""Liesl"" Nestler",16.0,165.0,52.0,AUT,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
170816,Jennifer Mary Wisden Nicks (-Sturrock),15.0,156.74261603375527,46.94009216589862,GBR,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
170817,Jennifer Mary Wisden Nicks (-Sturrock),19.0,156.74261603375527,46.94009216589862,GBR,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
171425,Lynn Nightingale (-Connor),19.0,161.31335149863762,51.11940298507463,CAN,1976,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
171938,Ingeborg Margrethe Nilsson,27.0,161.31335149863762,51.11940298507463,NOR,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
173567,Sylwia Nowak (-Trbacka),21.0,170.0,58.0,POL,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
173568,Sylwia Nowak (-Trbacka),25.0,170.0,58.0,POL,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
173669,"Albertina Natalie ""Tina"" Noyes",15.0,160.0,52.0,USA,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,1
173670,"Albertina Natalie ""Tina"" Noyes",19.0,160.0,52.0,USA,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,2
173912,Dinara Nurdbayeva,17.0,165.0,51.0,UZB,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
174515,Danielle O'Brien,23.0,150.0,46.0,AUS,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
174721,Yuliya Nikolayevna Obertas,21.0,152.0,41.0,RUS,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
174732,Myriam Oberwiler,21.0,159.0,52.0,SUI,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
174904,Colleen M. O'Connor,24.0,160.0,51.0,USA,1976,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,1,1
175744,Bjrg Lhnner ien,23.0,161.31335149863762,51.11940298507463,NOR,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
175927,Kumiko Okawa (-Sato),17.0,157.0,53.0,JPN,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,1
175928,Kumiko Okawa (-Sato),21.0,157.0,53.0,JPN,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,2
177287,Yoshie Onda,19.0,157.0,48.0,JPN,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,1,1
177967,Olga Orgonista,30.0,156.74261603375527,46.94009216589862,HUN,1932,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
178053,Carole Anne Ormaca (-Butler),19.0,156.74261603375527,46.94009216589862,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
178433,Valda Rosemary Osborn,17.0,161.31335149863762,51.11940298507463,GBR,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
178637,Kaetlyn Osmond,18.0,163.0,55.0,CAN,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
178638,Kaetlyn Osmond,18.0,163.0,55.0,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,Silver,1,1
178769,Ingrid Ostler,15.0,161.31335149863762,51.11940298507463,AUT,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
179085,Suzanne Otterson,17.0,157.0,52.0,GBR,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
179535,"Laurence Rochon ""Laurie"" Owen",15.0,161.31335149863762,51.11940298507463,USA,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
179536,Maribel Yerxa Owen,19.0,156.74261603375527,46.94009216589862,USA,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
179922,Carole Jane Pachl (-Lerch),17.0,161.31335149863762,51.11940298507463,CAN,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
180612,Corinne Paliard,17.0,163.91747572815535,51.01052631578948,FRA,1988,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
181139,Pang Qing,22.0,160.0,46.0,CHN,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,4,1
181140,Pang Qing,26.0,160.0,46.0,CHN,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,4,2
181141,Pang Qing,30.0,160.0,46.0,CHN,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,Silver,4,3
181142,Pang Qing,34.0,160.0,46.0,CHN,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,4,4
181940,Park Bit-Na,16.0,163.0,43.0,KOR,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,1,1
182259,Park So-Yeon,16.0,157.0,51.11940298507463,KOR,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
183320,Alexandra Jane Paul,22.0,161.0,51.0,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
183346,Inge Paul,17.0,160.0,50.0,GER,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
183414,Patricia Ann Pauley,18.0,161.31335149863762,51.11940298507463,GBR,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
183533,Ilse Pausin (-Ulrich),16.0,156.74261603375527,46.94009216589862,AUT,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,Silver,1,1
183539,Katrien Pauwels,18.0,165.0,47.0,BEL,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,2,1
183540,Katrien Pauwels,22.0,165.0,47.0,BEL,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,2,2
183767,Viktria Pavuk,20.0,168.0,53.0,HUN,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,1,1
183782,Eva Pawlik (-Seeliger),20.0,161.31335149863762,51.11940298507463,AUT,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Silver,1,1
184007,"Dianne Carol Rosemary ""Beth"" Peach",16.0,161.31335149863762,51.11940298507463,GBR,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
184016,Cheryl Peake,21.0,154.0,43.0,GBR,1988,Calgary,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
184141,Nathalie Pchalat,22.0,163.0,50.0,FRA,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,1
184142,Nathalie Pchalat,26.0,163.0,50.0,FRA,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,2
184143,Nathalie Pchalat,30.0,163.0,50.0,FRA,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,3
184144,Nathalie Pchalat,30.0,163.0,50.0,FRA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,3,3
185041,Peng Cheng,16.0,157.0,41.0,CHN,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
185042,Peng Cheng,16.0,157.0,41.0,CHN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
185085,Sofiya Penkova,19.0,164.0,51.0,BUL,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,1,1
185218,Audrey Francis Peppe (-Benner),18.0,161.31335149863762,51.11940298507463,USA,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
186253,Eva Hlne Linna Persson,25.0,162.0,53.0,SWE,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
187003,Jacqueline Petr,21.0,154.0,44.0,CAN,1992,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
187147,Mary Petrie (-Fraser),20.0,166.0,50.0,CAN,1972,Sapporo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
187283,Mariya Igorevna Petrova,24.0,152.0,45.0,RUS,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
187284,Mariya Igorevna Petrova,28.0,152.0,45.0,RUS,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
187584,"Rosel ""Rose"" Pettinger",22.0,161.31335149863762,51.11940298507463,GER,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
187862,Cynthia Phaneuf,22.0,170.0,58.0,CAN,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
188092,Mollie Doreen Phillips,24.0,160.0,51.11940298507463,GBR,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,2,1
188093,Mollie Doreen Phillips,28.0,160.0,51.11940298507463,GBR,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,2,2
188177,Phyo Yong-Myong,16.0,150.0,38.0,PRK,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
188480,Isabelle Pieman,26.0,172.0,58.0,BEL,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
188611,"Irja Ester Helena ""Leena"" Pietil (-Vainio)",26.0,165.0,55.0,FIN,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
189769,Marylin Pla,21.0,153.0,46.0,FRA,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
