,Name,Age,Height,Weight,NOC,Year,City,Medal,Times_Participated,Participation_Number
4351,Mikhail Plamenov Aleksandrov,19.0,193.0,88.0,BUL,2004,Athina,no medal,2,1
4352,Mikhail Plamenov Aleksandrov,19.0,193.0,88.0,BUL,2004,Athina,no medal,2,1
4353,Mikhail Plamenov Aleksandrov,19.0,193.0,88.0,BUL,2004,Athina,no medal,2,1
4354,Mikhail Plamenov Aleksandrov,23.0,193.0,88.0,BUL,2008,Beijing,no medal,2,2
4355,Mikhail Plamenov Aleksandrov,23.0,193.0,88.0,BUL,2008,Beijing,no medal,2,2
4356,Mikhail Plamenov Aleksandrov,23.0,193.0,88.0,BUL,2008,Beijing,no medal,2,2
4358,Plamen Donchev Aleksandrov,19.0,194.0,91.0,BUL,1980,Moskva,no medal,1,1
4359,Plamen Donchev Aleksandrov,19.0,194.0,91.0,BUL,1980,Moskva,no medal,1,1
4401,Vadim Alekseyev,26.0,183.0,80.0,ISR,1996,Atlanta,no medal,2,2
4402,Vadim Alekseyev,26.0,183.0,80.0,ISR,1996,Atlanta,no medal,2,2
4403,Vadim Alekseyev,26.0,183.0,80.0,ISR,1996,Atlanta,no medal,2,2
4452,Octavio Andrs Alesi Gonzlez,21.0,174.0,69.5,VEN,2008,Beijing,no medal,2,1
4453,Octavio Andrs Alesi Gonzlez,25.0,174.0,69.5,VEN,2012,London,no medal,2,2
4487,"Fleming ""Alex"" Alexander",19.0,182.65625,75.46489104116223,AUS,1964,Tokyo,no medal,1,1
4523,"Thomas ""Tom"" Alexander",18.0,182.85055643879173,76.7433110367893,CAN,1976,Montreal,no medal,1,1
4599,Rafael Alfaro Ferracuti,20.0,185.0,80.0,ESA,2012,London,no medal,1,1
4624,Laurent Paul Alfred,17.0,186.23314065510598,80.04255319148936,ISV,1992,Barcelona,no medal,1,1
4625,Laurent Paul Alfred,17.0,185.30803571428572,79.37983587338805,ISV,1992,Barcelona,no medal,1,1
4626,Laurent Paul Alfred,17.0,185.8059210526316,79.09432387312187,ISV,1992,Barcelona,no medal,1,1
4665,Mohamed Alhousseini Alhassan,30.0,186.23314065510598,80.04255319148936,NIG,2008,Beijing,no medal,1,1
4672,Abdurahman Ali,21.0,185.30803571428572,79.37983587338805,PHI,1932,Los Angeles,no medal,1,1
4696,Csaba Ali,17.0,175.0,72.0,HUN,1964,Tokyo,no medal,1,1
4697,Csaba Ali,17.0,175.0,72.0,HUN,1964,Tokyo,no medal,1,1
4849,Martti Aljand,20.0,184.0,82.0,EST,2008,Beijing,no medal,1,1
4850,Martti Aljand,20.0,184.0,82.0,EST,2008,Beijing,no medal,1,1
5011,Malcolm Allen,23.0,185.0,74.0,AUS,1996,Atlanta,no medal,1,1
5012,Malcolm Allen,23.0,185.0,74.0,AUS,1996,Atlanta,no medal,1,1
5067,Damian Arthur Christopher Alleyne,17.0,180.0,84.0,BAR,2000,Sydney,no medal,2,1
5068,Damian Arthur Christopher Alleyne,17.0,180.0,84.0,BAR,2000,Sydney,no medal,2,1
5069,Damian Arthur Christopher Alleyne,21.0,180.0,84.0,BAR,2004,Athina,no medal,2,2
5070,Damian Arthur Christopher Alleyne,21.0,180.0,84.0,BAR,2004,Athina,no medal,2,2
5101,Martin Allikvee,21.0,182.0,77.0,EST,2016,Rio de Janeiro,no medal,1,1
5157,Bradley Kevin Ally,17.0,182.0,73.0,BAR,2004,Athina,no medal,3,1
5158,Bradley Kevin Ally,17.0,182.0,73.0,BAR,2004,Athina,no medal,3,1
5159,Bradley Kevin Ally,17.0,182.0,73.0,BAR,2004,Athina,no medal,3,1
5160,Bradley Kevin Ally,17.0,182.0,73.0,BAR,2004,Athina,no medal,3,1
5161,Bradley Kevin Ally,21.0,182.0,73.0,BAR,2008,Beijing,no medal,3,2
5162,Bradley Kevin Ally,21.0,182.0,73.0,BAR,2008,Beijing,no medal,3,2
5163,Bradley Kevin Ally,25.0,182.0,73.0,BAR,2012,London,no medal,3,3
5164,Bradley Kevin Ally,25.0,182.0,73.0,BAR,2012,London,no medal,3,3
5165,Bradley Kevin Ally,25.0,182.0,73.0,BAR,2012,London,no medal,3,3
5237,Brandonn Pierry Cruz de Almeida,19.0,186.0,73.0,BRA,2016,Rio de Janeiro,no medal,1,1
5238,Brandonn Pierry Cruz de Almeida,19.0,186.0,73.0,BRA,2016,Rio de Janeiro,no medal,1,1
5239,Carlos Fernandes Esteves de Almeida,20.0,182.0,79.0,POR,2008,Beijing,no medal,2,1
5240,Carlos Fernandes Esteves de Almeida,23.0,182.0,79.0,POR,2012,London,no medal,2,2
